web-scraper-order,web-scraper-start-url,播放量,日期_,up主,name_,link,link-href,点赞数,硬币数,收藏数,弹幕数,pinglun数
"1587748345-1816","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=12","69.7万","2020-04-15","央视新闻","纽约州长回怼特朗普“完全的权力”：美国没有国王！","纽约州长回怼特朗普“完全的权力”：美国没有国王！","https://www.bilibili.com/video/BV1q54y1976V?from=search&seid=12396344244785602663","2.7万","639","2160","100","1960"
"1587747852-1773","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=14","63.5万","2020-03-26","观察者网","脱口秀主持人“崔娃”：武汉的好消息说明病毒可以被战胜","脱口秀主持人“崔娃”：武汉的好消息说明病毒可以被战胜","https://www.bilibili.com/video/BV1S7411C7C1?from=search&seid=4155958797616039247","4.5万","2570","4234","500","1381"
"1587748727-1849","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=10","76.4万","2020-03-17","观察者网","美国警方呼吁别囤枪：家里人多易烦躁，持枪不是好主意","美国警方呼吁别囤枪：家里人多易烦躁，持枪不是好主意","https://www.bilibili.com/video/BV1V7411d72s?from=search&seid=13435403060158897381","3.7万","943","2439","500","7349"
"1587743699-1425","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=31","31.4万","2020-02-18","财联社CC新闻","我有熔喷布，谁有口罩机？国资委副主任点赞中石化口罩生产模式","我有熔喷布，谁有口罩机？国资委副主任点赞中石化口罩生产模式","https://www.bilibili.com/video/BV1h7411776c?from=search&seid=7931832587365121279","9344","1268","620","170","358"
"1587738119-1086","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=48","17.9万","2020-03-11","YouTube译评君","中国抗疫女战士感动外国网友 老外感叹：中国妇女真的能顶半边天","中国抗疫女战士感动外国网友 老外感叹：中国妇女真的能顶半边天","https://www.bilibili.com/video/BV12E411N7Q4?from=search&seid=4833573662749179785","6694","740","1006","null","298"
"1587743505-1408","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=32","30.1万","2020-02-17","虾米大模王","30余位大佬齐聚胶圈盛宴!~虾米化身小当家来做年夜饭!【2020新年特辑】","30余位大佬齐聚胶圈盛宴!~虾米化身小当家来做年夜饭!【2020新年特辑】","https://www.bilibili.com/video/BV1X7411j7mU?from=search&seid=1863880881807467581","1.3万","7619","4310","3000","1270"
"1587742549-1325","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=36","26.9万","2020-04-10","腾讯新闻","美国确诊老人死前向语音助手求助40次：我很痛苦 我要找警察","美国确诊老人死前向语音助手求助40次：我很痛苦 我要找警察","https://www.bilibili.com/video/BV1Yg4y1873H?from=search&seid=4394863010343849477","1.2万","55","615","300","925"
"1587747969-1783","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=13","64.4万","2020-03-20","环球网","特朗普记者会将矛头转向记者：你们坐的太近，人数要减少，只留两三个我喜欢的","特朗普记者会将矛头转向记者：你们坐的太近，人数要减少，只留两三个我喜欢的","https://www.bilibili.com/video/BV1kE411A7NZ?from=search&seid=13252734982944454975","1.7万","230","1303","300","930"
"1587738255-1098","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=48","18.3万","2020-03-24","财联社CC新闻","29例新冠病亡者尸体解剖：肺里仍有病毒，免疫系统损伤","29例新冠病亡者尸体解剖：肺里仍有病毒，免疫系统损伤","https://www.bilibili.com/video/BV1h7411273x?from=search&seid=4833573662749179785","4505","110","488","160","461"
"1587739288-1188","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=43","21.4万","2020-03-23","财联社CC新闻","特朗普不满捐工资没人感谢自己：没有人因此事对我说谢谢","特朗普不满捐工资没人感谢自己：没有人因此事对我说谢谢","https://www.bilibili.com/video/BV117411m7xt?from=search&seid=550127077071835466","4393","43","319","500","853"
"1587745161-1553","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=25","39.2万","2020-02-28","观察者网","继续给外界打“镇定剂” 特朗普：媒体有些过头了，我们做的很棒！","继续给外界打“镇定剂” 特朗普：媒体有些过头了，我们做的很棒！","https://www.bilibili.com/video/BV19E411n7kR?from=search&seid=529617444697657882","1.6万","348","711","500","3574"
"1587743254-1386","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=33","29.2万","2020-02-04","林贰三","我和新冠确诊病例坐了同一辆车","我和新冠确诊病例坐了同一辆车","https://www.bilibili.com/video/BV1T7411W7dD?from=search&seid=10490960750305197200","1.7万","6690","1717","1000","1099"
"1587740174-1263","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=40","23.9万","2020-02-05","科技袁人","【科技袁周虑】印度学者疑新冠病毒非自然形成？猪队友还是别捣乱了","【科技袁周虑】印度学者疑新冠病毒非自然形成？猪队友还是别捣乱了","https://www.bilibili.com/video/BV1k7411n7We?from=search&seid=7485136631995903967","9263","1779","1204","1321","2264"
"1587746749-1677","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=19","52.7万","2020-03-30","广东共青团","塞尔维亚总理：打算为中塞钢铁般的友谊竖纪念碑","塞尔维亚总理：打算为中塞钢铁般的友谊竖纪念碑","https://www.bilibili.com/video/BV1tp411A7bQ?from=search&seid=4180539002379228860","2.6万","651","3530","500","1382"
"1587738176-1091","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=48","18.1万","2020-03-23","青春上海","第二批中国援意医疗专家组组长：意大利医生对新冠肺炎认识不够，“院内感染、交叉感染”都严重存在","第二批中国援意医疗专家组组长：意大利医生对新冠肺炎认识不够，“院内感染、交叉感染”都严重存在","https://www.bilibili.com/video/BV1W7411m7ra?from=search&seid=4833573662749179785","4255","74","319","256","263"
"1587738385-1109","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=47","18.8万","2020-02-03","小央视频","警示！SARS“淘大花园事件”，就是通过粪口传播","警示！SARS“淘大花园事件”，就是通过粪口传播","https://www.bilibili.com/video/BV137411s7RT?from=search&seid=1278153562163591620","3831","81","872","133","607"
"1587743287-1389","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=33","29.3万","2020-04-09","央视网快看","世卫组织回应特朗普批评和停缴会费威胁：反对政治化新冠肺炎","世卫组织回应特朗普批评和停缴会费威胁：反对政治化新冠肺炎","https://www.bilibili.com/video/BV11e411x7HQ?from=search&seid=10490960750305197200","1.3万","558","863","500","577"
"1587744830-1524","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=26","37.3万","2020-04-20","观察者网","“让美国再次自由”？美国示威者驱车反隔离，护士站车前阻拦","“让美国再次自由”？美国示威者驱车反隔离，护士站车前阻拦","https://www.bilibili.com/video/BV1jg4y1z7z9?from=search&seid=6466329653341452850","2.2万","434","1139","300","4664"
"1587739673-1222","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=42","22.8万","2020-01-28","小央视频","延时摄影！ 航拍武汉火神山医院建设第四天 见证中国速度","延时摄影！ 航拍武汉火神山医院建设第四天 见证中国速度","https://www.bilibili.com/video/BV157411r7eA?from=search&seid=3572085838853563620","5145","322","367","124","360"
"1587748596-1838","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=11","74.2万","2020-03-08","观察者网","英国政府想为隔离者“送货到家”，超市：这是幻想","英国政府想为隔离者“送货到家”，超市：这是幻想","https://www.bilibili.com/video/BV1RE411g7hL?from=search&seid=10058164653698410445","3.0万","874","1402","500","4979"
"1587744635-1507","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=27","36.1万","2020-03-22","中国日报","塞尔维亚总统说中国展示了什么是患难之交","塞尔维亚总统说中国展示了什么是患难之交","https://www.bilibili.com/video/BV1XE411F7YW?from=search&seid=8884194274762229947","2.6万","746","1625","100","1297"
"1587744574-1502","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=28","35.9万","2020-03-24","央视新闻","【武汉Vlog】上海尸检哥感谢19位武汉“大体”老师","【武汉Vlog】上海尸检哥感谢19位武汉“大体”老师","https://www.bilibili.com/video/BV147411U7bx?from=search&seid=15825411202350429674","3.3万","7568","2118","1000","912"
"1587738592-1127","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=46","19.4万","2020-04-04","央视新闻","今天 国旗为他们而降","今天 国旗为他们而降","https://www.bilibili.com/video/BV1Za4y147vS?from=search&seid=7705405146305018186","3.9万","3672","2017","500","1020"
"1587746822-1683","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=18","53.0万","2020-04-15","TGBUS电玩巴士","玩家为因感染新冠去世的朋友追悼 在《最终幻想14》中举办悼念仪式","玩家为因感染新冠去世的朋友追悼 在《最终幻想14》中举办悼念仪式","https://www.bilibili.com/video/BV1it4y127sc?from=search&seid=3413766172473597036","1.8万","811","4331","546","1000"
"1587743243-1385","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=33","29.1万","2020-04-13","观察者网","暖洋洋的复活节，大量英国人不戴口罩外出度假","暖洋洋的复活节，大量英国人不戴口罩外出度假","https://www.bilibili.com/video/BV1ZA411t73c?from=search&seid=10490960750305197200","2.0万","183","515","300","2097"
"1587740258-1270","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=39","24.1万","2020-02-20","大漠叔叔","【这也行？】掌握这个知识够吹一阵子","【这也行？】掌握这个知识够吹一阵子","https://www.bilibili.com/video/BV187411A7YG?from=search&seid=13251700442346365586","2.9万","3400","1403","1000","1051"
"1587747533-1745","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=15","59.3万","2020-03-10","大象视频","“总统先生您做检测了吗？”特朗普没回答扭头走了……","“总统先生您做检测了吗？”特朗普没回答扭头走了……","https://www.bilibili.com/video/BV1jE411K7jc?from=search&seid=15975337900553312973","1.5万","340","1477","500","850"
"1587743549-1412","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=32","30.4万","2020-03-05","央视新闻","【武汉Vlog】求问，在线等！爷爷奶奶住院任性不听劝怎么办？","【武汉Vlog】求问，在线等！爷爷奶奶住院任性不听劝怎么办？","https://www.bilibili.com/video/BV1TE411W7Lm?from=search&seid=1863880881807467581","2.3万","7162","1573","1500","629"
"1587740074-1257","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=40","23.6万","2020-03-12","财联社CC新闻","巴菲特：新冠病毒叠加原油组合拳，我活了89岁也没见过这场面","巴菲特：新冠病毒叠加原油组合拳，我活了89岁也没见过这场面","https://www.bilibili.com/video/BV1NE411j7ff?from=search&seid=7485136631995903967","3949","98","641","172","590"
"1587738486-1118","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=47","19.1万","2020-02-12","大象放映室","豆瓣9.3，""中国医生""，太难了......","豆瓣9.3，""中国医生""，太难了......","https://www.bilibili.com/video/BV1d741157hv?from=search&seid=1278153562163591620","1.1万","9071","3052","955","957"
"1587740140-1260","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=40","23.8万","2020-04-02","解释X-PLAN","美国超20万人确诊 缺上万呼吸机！呼吸机为啥这么难造？","美国超20万人确诊 缺上万呼吸机！呼吸机为啥这么难造？","https://www.bilibili.com/video/BV1Tc411h7Ft?from=search&seid=7485136631995903967","1.1万","2898","1851","1000","1096"
"1587745019-1541","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=26","38.2万","2020-04-01","青臣_","【罗翔】朱一旦的表，我十块钱拿下","【罗翔】朱一旦的表，我十块钱拿下","https://www.bilibili.com/video/BV1JK4y1C7SC?from=search&seid=6466329653341452850","8985","94","464","180","159"
"1587739332-1192","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=43","21.5万","2020-02-21","观察者网","“俄罗斯和中国是铁哥们！我们永远支持你！”","“俄罗斯和中国是铁哥们！我们永远支持你！”","https://www.bilibili.com/video/BV1z7411w7sj?from=search&seid=550127077071835466","2.4万","2315","1232","300","2301"
"1587745172-1554","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=25","39.3万","2020-02-04","小央视频","香港暴徒打砸堵路 阻止政府改建防疫中心","香港暴徒打砸堵路 阻止政府改建防疫中心","https://www.bilibili.com/video/BV1R7411p7mq?from=search&seid=529617444697657882","1.3万","317","1048","500","2781"
"1587744005-1452","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=30","32.7万","2020-03-22","大象视频","美国该负责！澳总理表示澳大利亚确诊病例大量来自美国","美国该负责！澳总理表示澳大利亚确诊病例大量来自美国","https://www.bilibili.com/video/BV1oE411F7SH?from=search&seid=14031387445542548896","8676","94","612","483","945"
"1587748872-1862","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=10","79.6万","2020-03-18","观察者网","英国彻底改口：我们必须像战时政府一样行动","英国彻底改口：我们必须像战时政府一样行动","https://www.bilibili.com/video/BV19741197Nu?from=search&seid=13435403060158897381","3.2万","915","2284","500","4371"
"1587745519-1584","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=23","41.9万","2020-02-15","小央视频","日本多宗感染变为重症 专家提出一重大假设","日本多宗感染变为重症 专家提出一重大假设","https://www.bilibili.com/video/BV13741137oD?from=search&seid=1405496573423650857","6567","124","906","356","1081"
"1587745080-1546","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=25","38.8万","2020-03-19","央视新闻","世卫回应特朗普所谓“中国病毒”","世卫回应特朗普所谓“中国病毒”","https://www.bilibili.com/video/BV1G7411d7tv?from=search&seid=529617444697657882","2.7万","1865","1324","100","922"
"1587739299-1189","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=43","21.5万","2020-02-24","口语老炮儿马思瑞","我找武汉医院传染科主任给国外网友进行了辟谣","我找武汉医院传染科主任给国外网友进行了辟谣","https://www.bilibili.com/video/BV127411M7oW?from=search&seid=550127077071835466","2.1万","9288","1993","1139","966"
"1587738080-1083","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=49","17.8万","2020-02-17","央视新闻","记录！新冠肺炎患者产子全程","记录！新冠肺炎患者产子全程","https://www.bilibili.com/video/BV1R7411E7ry?from=search&seid=2066403347437499560","1.2万","1183","681","653","257"
"1587741334-1309","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=37","25.9万","2020-02-10","央视新闻","【独家视频】习近平在北京调研指导新冠肺炎疫情防控工作","【独家视频】习近平在北京调研指导新冠肺炎疫情防控工作","https://www.bilibili.com/video/BV1f741147Dj?from=search&seid=11354734311706329974","1.6万","1644","634","0","34"
"1587743432-1402","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=33","29.8万","2020-03-24","央视新闻","【主播说联播】久违了 武汉！","【主播说联播】久违了 武汉！","https://www.bilibili.com/video/BV1T7411m7mr?from=search&seid=10490960750305197200","2.4万","2614","1244","500","988"
"1587738209-1094","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=48","18.1万","2020-03-13","央视网快看","脱销！板蓝根、金银花在美国药店遭抢购","脱销！板蓝根、金银花在美国药店遭抢购","https://www.bilibili.com/video/BV12E41157sB?from=search&seid=4833573662749179785","9100","91","494","100","1276"
"1587745630-1594","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=23","43.2万","2020-04-03","环球时报","被问到是否相信中国病例数据，澳首席医疗官：中国很透明，我不相信美国数字","被问到是否相信中国病例数据，澳首席医疗官：中国很透明，我不相信美国数字","https://www.bilibili.com/video/BV1Nt4y1U7Dg?from=search&seid=1405496573423650857","1.1万","190","770","500","1440"
"1587747382-1732","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=16","58.3万","2020-02-24","小央视频","疫情有点急？意大利：不妨碍万人打“橙”一片","疫情有点急？意大利：不妨碍万人打“橙”一片","https://www.bilibili.com/video/BV1A7411u799?from=search&seid=16126204020275372214","1.6万","157","1162","500","2702"
"1587738198-1093","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=48","18.1万","2020-03-17","央视新闻","支援湖北医疗队开始撤离 辛苦了！一路顺风！","支援湖北医疗队开始撤离 辛苦了！一路顺风！","https://www.bilibili.com/video/BV1k7411Z7gG?from=search&seid=4833573662749179785","2.2万","1212","570","500","699"
"1587738759-1142","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=46","20.0万","2020-03-27","BlueNoon33","如何10天建立火神山与雷神山，好恐怖，中国是一个绝不可与之开战的国家","如何10天建立火神山与雷神山，好恐怖，中国是一个绝不可与之开战的国家","https://www.bilibili.com/video/BV1aT4y157R1?from=search&seid=7705405146305018186","6519","811","2222","903","579"
"1587739171-1178","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=44","21.1万","2020-01-23","嗨大家好我是好奇宝宝jimmy","【科普：为什么蝙蝠是多数致命病毒携带者，人类应该远离】","【科普：为什么蝙蝠是多数致命病毒携带者，人类应该远离】","https://www.bilibili.com/video/BV1S7411a7EH?from=search&seid=12579138808019257569","3024","268","1511","118","337"
"1587748658-1843","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=10","75.1万","2020-03-23","青春山东","纽约市长：特朗普再不行动，本来能活的人也会死","纽约市长：特朗普再不行动，本来能活的人也会死","https://www.bilibili.com/video/BV1S7411m7ZB?from=search&seid=13435403060158897381","1.2万","135","1187","300","650"
"1587737947-1071","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=49","17.6万","2020-02-15","中国日报","荷兰皇家航空就新冠肺炎歧视公开致歉","荷兰皇家航空就新冠肺炎歧视公开致歉","https://www.bilibili.com/video/BV1J7411J7NA?from=search&seid=2066403347437499560","6103","53","322","213","561"
"1587746114-1622","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=22","46.5万","2020-02-26","观察者网","美国参议院就疫情举行听证会，国土安全部长却“一问三不知”","美国参议院就疫情举行听证会，国土安全部长却“一问三不知”","https://www.bilibili.com/video/BV1J7411K7cr?from=search&seid=11908995804174960468","2.1万","743","1972","1000","6891"
"1587743355-1395","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=33","29.6万","2020-02-01","岩Sir丶","韩红霸气吐槽某某会:把我的物资存在仓库里，你就是混蛋！","韩红霸气吐槽某某会:把我的物资存在仓库里，你就是混蛋！","https://www.bilibili.com/video/BV1x7411x7Nb?from=search&seid=10490960750305197200","1.3万","1645","1283","368","835"
"1587747035-1702","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=18","54.5万","2020-03-01","观察者网","美国疾控中心错报首例死亡病例性别，连累特朗普","美国疾控中心错报首例死亡病例性别，连累特朗普","https://www.bilibili.com/video/BV1FE411E7iQ?from=search&seid=3413766172473597036","2.0万","422","817","500","2100"
"1587742742-1342","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=36","27.7万","2020-02-28","观察者网","谭德塞：中国以外地区成最大担忧 全球疫情处关键时刻","谭德塞：中国以外地区成最大担忧 全球疫情处关键时刻","https://www.bilibili.com/video/BV1xE411n7p6?from=search&seid=4394863010343849477","1.5万","497","689","484","1690"
"1587744863-1527","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=26","37.4万","2020-03-10","央视新闻","世卫组织：新冠肺炎很有可能成为大流行病","世卫组织：新冠肺炎很有可能成为大流行病","https://www.bilibili.com/video/BV1FE411M7gQ?from=search&seid=6466329653341452850","1.7万","842","810","500","2255"
"1587747252-1721","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=17","56.8万","2020-04-12","观察者网","英医疗官：新冠病毒基因序列在中国流行的最初阶段就被测定并分享","英医疗官：新冠病毒基因序列在中国流行的最初阶段就被测定并分享","https://www.bilibili.com/video/BV1Q541147E5?from=search&seid=4469180170342075254","2.4万","254","925","300","1178"
"1587746343-1642","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=21","49.0万","2020-04-11","鸡哥解读","为什么说印度是世界疫情炸药桶？五分钟带你走进神奇国度","为什么说印度是世界疫情炸药桶？五分钟带你走进神奇国度","https://www.bilibili.com/video/BV1zp4y1C7eS?from=search&seid=16176515025194647685","2.3万","2395","3146","1000","2071"
"1587745541-1586","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=23","42.3万","2020-03-31","央视新闻","何时开学？首先要满足这三个条件","何时开学？首先要满足这三个条件","https://www.bilibili.com/video/BV1cT4y1G7nt?from=search&seid=1405496573423650857","1.8万","1102","1286","1000","2337"
"1587748092-1794","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=13","65.3万","2020-02-20","News华","动真格！各大“门派” 方舱“论剑”","动真格！各大“门派” 方舱“论剑”","https://www.bilibili.com/video/BV1e7411A7VR?from=search&seid=13252734982944454975","2.2万","1035","2437","500","487"
"1587747908-1778","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=14","64.1万","2020-04-03","小央视频","蔡英文当局仍恶毒使用“武汉病毒” 遭质问“是否站在14亿中国人角度”","蔡英文当局仍恶毒使用“武汉病毒” 遭质问“是否站在14亿中国人角度”","https://www.bilibili.com/video/BV18V411f79H?from=search&seid=4155958797616039247","2.3万","334","1026","300","1576"
"1587747140-1711","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=17","55.0万","2020-03-25","观察者网","特朗普希望复活节前开放美国社会 福西赶紧解释","特朗普希望复活节前开放美国社会 福西赶紧解释","https://www.bilibili.com/video/BV1s741117ro?from=search&seid=4469180170342075254","2.3万","451","1155","1000","1869"
"1587740566-1297","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=38","25.4万","2020-03-31","hxl258nh","男子打死劝戴口罩者,曾杀害女友被判无期,被9次减刑","男子打死劝戴口罩者,曾杀害女友被判无期,被9次减刑","https://www.bilibili.com/video/BV1Kt4y1U7rQ?from=search&seid=1443031990306521138","8097","62","575","424","2262"
"1587744952-1535","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=26","37.8万","2020-02-26","浙江共青团","“国家有难，匹夫有责，我现在是体会到这句话了”：逆行的感染性医疗垃圾处理志愿者","“国家有难，匹夫有责，我现在是体会到这句话了”：逆行的感染性医疗垃圾处理志愿者","https://www.bilibili.com/video/BV1s7411K7dy?from=search&seid=6466329653341452850","2.5万","2355","2559","1000","530"
"1587743638-1420","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=32","31.0万","2020-03-24","央视网快看","白岩松连线援意专家：接管意大利ICU病房是真是假？","白岩松连线援意专家：接管意大利ICU病房是真是假？","https://www.bilibili.com/video/BV1t7411U7bn?from=search&seid=1863880881807467581","8453","180","468","500","1269"
"1587743571-1414","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=32","30.5万","2020-01-24","乐天命ltm","防疫辟谣 中国加油","防疫辟谣 中国加油","https://www.bilibili.com/video/BV1C7411a7GN?from=search&seid=1863880881807467581","7849","2332","1120","276","1200"
"1587744657-1509","https://search.bilibili.com/all?keyword=%E6%96%B0%E5%86%A0%E8%82%BA%E7%82%8E&order=click&duration=0&tids_1=0&page=27","36.2万","2020-02-26","是牧羊女","可惜！男子环游中国海岸线4个月骑行6000公里，因防疫在离终点20公里处被劝返","可惜！男子环游中国海岸线4个月骑行6000公里，因防疫在离终点20公里处被劝返","https://www.bilibili.com/video/BV1P7411K7uC?from=search&seid=8884194274762229947","2.6万","519","2169","100","1120"
